"Step","exp_name: gpt_video_cons_npred - obs_loss","exp_name: gpt_video_cons_npred - obs_loss__MIN","exp_name: gpt_video_cons_npred - obs_loss__MAX","exp_name: gpt_video_cons_nproj - obs_loss","exp_name: gpt_video_cons_nproj - obs_loss__MIN","exp_name: gpt_video_cons_nproj - obs_loss__MAX","exp_name: gpt_video_cons_nproj_npred - obs_loss","exp_name: gpt_video_cons_nproj_npred - obs_loss__MIN","exp_name: gpt_video_cons_nproj_npred - obs_loss__MAX","exp_name: gpt_video_cons - obs_loss","exp_name: gpt_video_cons - obs_loss__MIN","exp_name: gpt_video_cons - obs_loss__MAX"
"25000","0.05736153454876217","0.0036868216576986016","0.15761287680268288","0.008877913259757338","0.000024529931606593892","0.08940939362347126","0.02796727858536975","0.00007781743276427733","0.11292729652673006","0.050419597915225586","0.010892211411613971","0.2240275171995163"
"26000","0.056980908215408625","0.003573870555963367","0.15732553768157959","0.010916296530713436","0.000024554564839490924","0.088977622769773","0.02566494346703859","0.00007692292653518962","0.100213872063905","0.04971822602331469","0.010907550637610256","0.22317257431149481"
"27000","0.056683887777088854","0.0033876847496721895","0.15669924249500036","0.011005724329199789","0.00002456749521115853","0.08790172064676881","0.02447318821277664","0.00007600904488936067","0.09084248804301023","0.04817226436791349","0.010797315328847618","0.22016300402581693"
"28000","0.056108012295041504","0.0033493721175473184","0.15751318307220935","0.010167854863315302","0.000024118962819557055","0.09086969709396363","0.02566087803997541","0.00007538028393901186","0.0825847855731845","0.04838321730464867","0.011163430807646363","0.22160008727014066"
"29000","0.05548064367600735","0.0034072374142706395","0.15705210492014884","0.011539413331126803","0.000024104836496917413","0.087400535043329","0.026716529874679016","0.00007465647257049569","0.07638670852035284","0.047344037621853546","0.011190335729159414","0.22014968025684356"
"30000","0.054419943810261495","0.003303952820249833","0.15669180260598659","0.011924878803737975","0.000023832632548874243","0.08937493183091283","0.025385301975961807","0.00007384489883406786","0.07129032388702035","0.0465182977239178","0.01015024551283568","0.21869867599010467"
"31000","0.05363796607455095","0.0032630360996117815","0.15510696898400783","0.011220687570616485","0.00002330654395154852","0.09775897775543854","0.024675062958259816","0.0000663793824678578","0.06283775371313095","0.04604367074217986","0.010038710122928023","0.21847777977585792"
"32000","0.053093007008276454","0.0030815774749498813","0.1549594022035599","0.01190630451889893","0.000023414814084389947","0.11347432702034711","0.024336095056248484","0.000058279006931115874","0.09152535426616669","0.046358581142373054","0.009632320561911911","0.21650113208591937"
"33000","0.05275452562776179","0.0031129387996625154","0.15438291363418102","0.012002976319073448","0.00002342314461748174","0.11963666229695082","0.022495607258089176","0.000057372575542103734","0.06994841633364558","0.04562734852085652","0.009141363468486815","0.21555686639249325"
"34000","0.0524747070071171","0.0030746784270741043","0.15371492118388413","0.01185769658488817","0.00002347808960985276","0.11736668821796775","0.02338357905568074","0.0000565117708647449","0.07878861018340104","0.045328606911299925","0.00889710786845535","0.21277045729756355"
"35000","0.05199011635476758","0.002966033174074255","0.15398360669612884","0.010208519943121806","0.000023933950968057616","0.09231072407588363","0.0207133110102277","0.00005561541629504063","0.0790975839048624","0.04324931822463193","0.008606082065496594","0.21205709701776504"
"36000","0.05193638362170001","0.0029109785319305958","0.15425147500634193","0.010735563825214671","0.000024312231815201814","0.09505031574890017","0.019281932534754208","0.00005520858770978521","0.06658302145265042","0.0425622127069245","0.008138658012729139","0.21228799419105052"
"37000","0.05161503136243958","0.002883481448050588","0.15343332266062498","0.01034485403623673","0.000025963366617361315","0.10035946156457067","0.018876986146006927","0.00005531800350581761","0.06486997844930738","0.042640682156388235","0.00850709549896419","0.21106076528131962"
"38000","0.05157211090561648","0.002933449151343666","0.15322574429214","0.013307297356787259","0.000027007367435544438","0.1067745627425611","0.017317588250429252","0.00005518092995043844","0.05997738600429148","0.04190966772158968","0.008084115841425956","0.21084771083295345"
"39000","0.051242161151097844","0.0029503272242145614","0.15336333935707808","0.011696908560912943","0.00002928180655817414","0.11122282006591558","0.018486693398725457","0.000055175274192151846","0.06179766219761223","0.04134539263293316","0.007633293762803078","0.21102193869650365"
"40000","0.050718077154120404","0.002849586825061124","0.15430557587742805","0.015765153520526206","0.00003174010874681699","0.11111730789020657","0.018326485447369263","0.00005560137004067656","0.055957212331704795","0.041161225692506624","0.007582134908763692","0.21023650412261485"
"41000","0.05075796999384722","0.002764106847462244","0.1532650081589818","0.01568395288941806","0.000032222097026533445","0.11335469367727637","0.017560376766876426","0.00005531973347751773","0.055016623185947536","0.04115944010073276","0.007709796947659925","0.20887270347774028"
"42000","0.05002192496230529","0.0027296806193189698","0.15299472618848087","0.012214534130993413","0.00003130383599636843","0.11438366414234043","0.01805723625210857","0.00005474019664688967","0.05694377064798027","0.04041547906222034","0.007949733329704032","0.20854205471277237"
"43000","0.050043959132418075","0.0026934188628802078","0.15297285355627538","0.011373445804460407","0.000031150378254096724","0.11567103539407253","0.01701388294558553","0.00005405936190800276","0.05346627914533019","0.03974647812365385","0.007336314835119992","0.20755870339274407"
"44000","0.04897441502358952","0.0026998250972828826","0.15266091801971196","0.011888190014182677","0.000029450238353092574","0.12569025452062488","0.0159058308390725","0.000054005302245059285","0.06662846221402287","0.0393701778516512","0.007535317571833729","0.20647609819471835"
"45000","0.0483977159450565","0.0027685207637841813","0.15317535093426704","0.012252261270473493","0.000029446077767715904","0.12069871442392469","0.01679029988066829","0.00005320222251248197","0.059604306371882555","0.03938455042402811","0.007161608815426007","0.20713071270287037"
"46000","0.04824008679193838","0.002774259314639494","0.15300523735582827","0.01362811222604894","0.000029684130508030648","0.13520704709365963","0.015281984678851446","0.00005268352714847424","0.048268869329243895","0.03888726302693513","0.007180790251120925","0.2051023470312357"
"46874","0.047526333513762294","0.0027479262950399173","0.15281475193687594","0.013718215671257047","0.000029025094118969407","0.14288597587679533","0.01586683936806689","0.00005237427874500804","0.05593149540337808","0.03844065720628682","0.006878162137865337","0.2044435453271538"
"47000","0.04705414113776263","0.0026006391212366167","0.15176500168841656","0.013599452369588132","0.00003021391611990856","0.15983078751977034","0.01727454047226068","0.00004519749800094832","0.08308101587701501","0.03952263587222114","0.007142459839861106","0.2032101641255101"
"48000","0.04639962559360384","0.0026098796747392045","0.1521613592505455","0.0129617837559553","0.00002927394305879716","0.1251500933393836","0.016233255448377205","0.0000515425453613716","0.05232118782168254","0.03901056958146563","0.007232758288271725","0.2042092783898115"
"49000","0.045883063874339526","0.002618652807723265","0.15186315585672855","0.012690746880954274","0.000029989943042892264","0.1251402771472931","0.016913014902181552","0.000046772707530180927","0.05920311797270551","0.038420973601179534","0.007300005994737149","0.20377452313899994"
"50000","0.04588596736682497","0.002736636466230266","0.15214619140326976","0.01160583534853175","0.00003035994287893118","0.1164112936668098","0.017898487394962033","0.000051427614784188334","0.0644866108475253","0.038529211960976355","0.007163693216862157","0.2036483038663864"
"51000","0.04525635090335541","0.002529938097577542","0.15262756271660327","0.013140536494457379","0.000030442171504546422","0.12300835606083274","0.019728056970709847","0.00005123971049761167","0.08138211946748197","0.03803091094174041","0.00694766510440968","0.2011609176546335"
"52000","0.04553190839336066","0.0025458653667010367","0.1520886883959174","0.012367716666333971","0.000030041179536056007","0.12292243153601885","0.02005808311475749","0.00005008772636756475","0.08344736616313457","0.037376696885965593","0.007019020347390324","0.20100406089425088"
"53000","0.04502064658850073","0.0024756615381338635","0.15261956911534072","0.012123111548501792","0.000030745919644687095","0.11575047644600273","0.020903703198456032","0.00002102409688086482","0.09397096320986748","0.03744463736317332","0.006794881487032399","0.20134950590133666"
"54000","0.044375686269887055","0.002504087145032827","0.15144077709317208","0.01110826979911165","0.00003127983700505865","0.1128141753859818","0.020670351077777153","0.000050716114270471734","0.1055073592364788","0.0369360173661156","0.006690479832235724","0.20072088420391082"
"55000","0.04401121599233682","0.0024283675168408083","0.15239001193642615","0.012501528536765923","0.0000314447173714143","0.10780267560854555","0.0218361957874403","0.000019790099418969475","0.11066734188050031","0.037301383756143475","0.006642261761939153","0.19959109753370285"
"56000","0.043703193234629","0.0024731736104004086","0.1525068322941661","0.011547445025222468","0.00003225358008603507","0.10326183209195733","0.024016672821282628","0.000023570612020193947","0.1114618386849761","0.03737069474038965","0.006576534505002201","0.20028862614929677"
"57000","0.04330030246528285","0.002468097831355408","0.1522310661971569","0.011964858879597366","0.000033220431445442954","0.09928714033588767","0.022893369422451473","0.00005056427727686241","0.10616614733636379","0.0361999348888851","0.00660922021465376","0.19978297305107118"
"58000","0.04298283105757526","0.0023758060581167226","0.15220563585311175","0.01091298341671133","0.000034801516248990084","0.09445131362602115","0.025804151356528214","0.00005084633722435683","0.10202882612496614","0.03620734417611013","0.006537462372565642","0.19974174827337265"
"59000","0.04240213073380157","0.0023542502688360402","0.1517961354777217","0.011405908725178049","0.000036394478314832665","0.08883305840194225","0.02355061418692668","0.000051126378446497256","0.10825001061148941","0.03590360175310211","0.006506350201787427","0.19901404139399528"
"60000","0.04265794690785249","0.0024379899880150333","0.15097164357453585","0.011680017168708218","0.00003840111145837","0.08140160266682506","0.022265782006107446","0.00005159400636694045","0.0897201004549861","0.03623613864960233","0.006427173869684339","0.19898530516028404"
"61000","0.04210577000908178","0.0024688750761561098","0.15134354685992002","0.011030402173321118","0.0000398122576498281","0.07688898948952555","0.021818154831101524","0.00005334167347245966","0.08267077096179128","0.03682015293724411","0.006518947168020531","0.19840716816484927"
"62000","0.04197067644753127","0.002388868189707864","0.15234599990397693","0.011098714186835704","0.000040831195623468375","0.07492831045016646","0.02097822117100119","0.000054583462799200786","0.07449136234074831","0.03621841334920927","0.006513016576413065","0.19846438124775886"
"63000","0.041384779587401464","0.0024543426256859674","0.1514457348138094","0.0114324000154073","0.00004174062901984143","0.07078944793716073","0.02102709267396103","0.000056407585168926746","0.06914430085197092","0.03675686957474417","0.006241304551484063","0.19749783369898796"
"64000","0.04118220335165879","0.002393221715989057","0.1518426603078842","0.012354934322753953","0.000042884137470537095","0.0993382277674973","0.019465273226531417","0.00006320830824915902","0.06855951619148254","0.036474914097523486","0.006557654971256852","0.1966205922961235"
"65000","0.0408709352849423","0.0024301959123695267","0.15092492874711752","0.012572580827760738","0.00004371510494274844","0.07835478445189073","0.017713237968481524","0.0000637435122662282","0.06225045891292393","0.03697350490279496","0.006412814520066604","0.19718178145587445"
"66000","0.04134434205146345","0.0022949279424501583","0.15134518232941627","0.01142666664954504","0.00004410598868525994","0.06466200572252273","0.02104172739280273","0.0000637241925978742","0.08319406068953686","0.03617080220880664","0.00671030086488463","0.1973295214474201"
"67000","0.04035944135902593","0.002358946167281829","0.15163212925195693","0.01009644771598309","0.00004417650214600144","0.0608749713934958","0.019334362455531353","0.0000612075760946027","0.06948049035854638","0.03662979231366295","0.006440308221848681","0.19693655712902547"
"68000","0.040281916420244104","0.0023455121769802643","0.1517233211249113","0.01462312464245056","0.00004525317154184449","0.08659635233320295","0.017285523825110994","0.0000560109231446404","0.06494772223383188","0.036628695720097644","0.006556348737096414","0.19609319017827512"
"69000","0.040302066124756286","0.002349073264515027","0.15132590027153492","0.012708504571378119","0.00004497978941981273","0.07720585273765028","0.017468840370949135","0.00005508006615855266","0.0734100388577208","0.03624841715510807","0.006649673345033079","0.19524034050107003"
"70000","0.039843897540554354","0.002310080660681706","0.15172142478078604","0.014262477099667195","0.0000461728796854004","0.07073339056735858","0.015232209292021466","0.00005506195496127475","0.05250202254205942","0.03594112714245618","0.006423156838864088","0.19538481806218624"
"70311","0.03931359481169015","0.002254606031760153","0.15196585386030137","0.01373925640461446","0.00004641601862526694","0.111533092148602","0.015061691366719414","0.00005405289740602095","0.05573481623263609","0.035407581962706505","0.006766675289479955","0.1940451331196293"
"71000","0.03955566068234414","0.002244298055217993","0.15060438925157424","0.010264974774589132","0.00004623920152274271","0.053630879129944506","0.015807154514441854","0.000055264852214705846","0.05429664702843065","0.03597277066455933","0.006823661615667136","0.19513024560351303"
"72000","0.03942412271232192","0.002307639480335638","0.1506607500165701","0.010262391162276032","0.00004622352667865926","0.05323175367712975","0.01465538495052323","0.00005643044951648335","0.04569468074291944","0.03555716459172652","0.006673035256098956","0.19326385046541691"
"73000","0.038900124915524005","0.0022839901618426665","0.14973283094167708","0.010189394088332566","0.000045525442888902034","0.06721877919230611","0.01328280786216615","0.00005850253248718218","0.04995070428214967","0.035673302012135866","0.00657941272854805","0.19342867580056192"
"74000","0.03867460526283294","0.002208650656801183","0.1502010051459074","0.009502381544902794","0.00004545536695695773","0.0517243609810248","0.014213661680045894","0.00006092660425565555","0.048411311353556814","0.03541995880088176","0.007067894374951721","0.1934022199511528"
"75000","0.038590858935962806","0.0023582097360049376","0.150156323030591","0.009623918947039642","0.00004542362567372038","0.056443416342954154","0.01647023706245664","0.00006429651014332194","0.05884515474271029","0.03517751739370975","0.006861421761335805","0.19255571608245373"
"76000","0.038336981957097754","0.0022581202837172894","0.14977544061839582","0.007791102469064963","0.00004509521687941742","0.0491983674056828","0.015049319790399328","0.0000650939193146769","0.05215365346428007","0.034828814279065805","0.0065602207283955065","0.19255343128740787"
"77000","0.03806668903650895","0.0021625767954974433","0.1501412601619959","0.007930958155649162","0.00004477148037040024","0.04889883497729897","0.014316432030651274","0.00006532127377431606","0.05479648532811552","0.03477408585487865","0.006346713548991829","0.19263379034399986"
"78000","0.037762671862372935","0.0021617412563646214","0.14986569587886334","0.007733063708445468","0.00004368519704621576","0.04979047503229231","0.014833120170962362","0.00006575465299465576","0.03937125119566917","0.03468847871781327","0.006400872212834656","0.19220641939342023"
"79000","0.03808205866812764","0.002212277772894595","0.1500327660217881","0.007533597199337865","0.00004278229763440322","0.04616321831941605","0.014331961724820406","0.00006634569823654602","0.04166431602765806","0.034277156861340204","0.006387499572709203","0.1916128759086132"
"80000","0.03819025902794965","0.002166191915574018","0.14998107279092074","0.00768555241381287","0.00004394695403789228","0.047856561332941056","0.013932193887409362","0.00006695313666932634","0.04333189499983564","0.03393994989650408","0.0065540483521763235","0.1907251759469509"
"81000","0.038028953535529306","0.0021747425388311966","0.15031041595339775","0.009409476439605617","0.00004342407931289927","0.05513074505049735","0.013404500425347576","0.00006768387664487819","0.04693363709095866","0.033649378479849966","0.006396416884614155","0.19083322870731353"
"82000","0.03787857422452474","0.0021225314572220666","0.1501776435226202","0.010057755383710239","0.00004261713643609255","0.06563945747725665","0.013800604130196986","0.00006844096265194822","0.047438181716948746","0.03354210900892081","0.006487325365189463","0.1908227063268423"
"83000","0.0380026212622022","0.002070878840109799","0.1497546845898032","0.010988965683122912","0.00004214428724117169","0.086890978327021","0.015656718911079785","0.0000694512225309154","0.062100509790703654","0.03318582732506647","0.0064072710725013166","0.18929423882067203"
"84000","0.037397103687447204","0.0020995340874651446","0.15012060090899468","0.010431820553433965","0.000041951044358938816","0.06768557511921972","0.01621495803447173","0.00007018917094683274","0.059171642999630424","0.032609345136358485","0.006422206375282258","0.18874985206127168"
"85000","0.03723057230156645","0.0021168212309712543","0.1488179823756218","0.009439379298180868","0.00004221615813548851","0.0467601461187005","0.01534321356722201","0.00007141732270974899","0.04758572667464614","0.03232037336584604","0.006563340522581711","0.18899645853042601"
"86000","0.037087814187684746","0.002028958175913431","0.14919085214287042","0.011517583577531907","0.000041381908302355444","0.08160769003862516","0.014929976840504634","0.00007249956814484904","0.04913213741779327","0.03261413883260155","0.00660937930457294","0.18804565581679344"
"87000","0.03697620420338017","0.0020547481164103374","0.1494870155379176","0.012817395461186746","0.000041505274277369605","0.06794139002542943","0.01645717942595505","0.00007530095006950432","0.04871865917462856","0.03204449353757611","0.006092986909905449","0.18756503339111805"
"88000","0.03657618957158187","0.002169869733043015","0.14962635917961598","0.012007465956770687","0.0000423705752054957","0.06715566037222744","0.01774138659614451","0.00007726917461695847","0.05829977039247751","0.031936996890210796","0.006426767491269856","0.18814379784464835"
"89000","0.03621200407036724","0.002075134986138437","0.14859232403337955","0.011571450990411623","0.00004051524655733374","0.05043006206490099","0.017643996664757508","0.0000824781189658097","0.05627488095499575","0.03165393305504271","0.006628300464246422","0.1872252247184515"
"90000","0.03596607570223457","0.0020510657862760125","0.14899225483834744","0.01063909900962216","0.0000419624634723732","0.045049561060732234","0.01894804034072037","0.00008887559293361847","0.05774769126810134","0.03204781192848036","0.006513654519570991","0.18667934054136276"
"91000","0.03595352990533193","0.002128261629259214","0.14911969916522502","0.01041543302423186","0.000040503062700736335","0.04280277276225388","0.01792542688466431","0.00009582021650567186","0.05087491206452251","0.032079148827327035","0.00657790223765187","0.1866767776608467"
"92000","0.03586089780918645","0.0019638025848544203","0.1491974335759878","0.009127721972451232","0.000041089932212344135","0.04476575986575335","0.017898846035166293","0.00010671512078988598","0.06744817986339331","0.03174525397066662","0.006346148744225502","0.18659906083345412"
"93000","0.03570651719990733","0.002050622852926608","0.1492451864555478","0.009657197898530707","0.00004127745679215877","0.04657236747443676","0.01915580141898625","0.00013184595525672193","0.06821064611896872","0.03169055060330588","0.00647055524517782","0.18634557323157788"
"93748","0.03555956275259715","0.002059114155630111","0.14882369893023287","0.0148538923619929","0.000041729536589148263","0.10004214872138567","0.01825759323856125","0.00010922505482141405","0.053186625461661356","0.033542368608575956","0.0064643833311237246","0.18597321892518753"
"94000","0.03519491813385098","0.0018806244311541348","0.14688468483007944","0.013931765288439911","0.00004207870897732531","0.06655131416991647","0.01803625688774748","0.00013618440054501536","0.059011376532818016","0.032564308070624534","0.007513793485364306","0.18462902649118024"
"95000","0.03524635577800263","0.002079836534219794","0.14826747995615006","0.01186805772266843","0.000041771512311242986","0.047200341850984845","0.017024442474804977","0.00014402359884115867","0.05502491805981845","0.03272520956793927","0.00657525621028617","0.18465377305448055"
"96000","0.035041005809892126","0.0020213143450091594","0.14798453172296286","0.012698654053533856","0.00004198979151988169","0.05861473689111881","0.01665925493040945","0.00017150080163264646","0.05434683769382537","0.032113633278355175","0.006582283400231972","0.18440626960992812"
"97000","0.0348796705716612","0.002013152921805158","0.14779177828878165","0.012375779998934303","0.00004018604758675792","0.081139410010539","0.016266955485306357","0.00022148929162358398","0.05212887556664646","0.031670538971486334","0.0066847191730048505","0.1839595867395401"
"98000","0.03470097989689497","0.002084992904623505","0.14769285604357718","0.010762625014895723","0.00004193482113623759","0.045271336745470764","0.01576236644107121","0.0006782426682984806","0.05329688572604209","0.031366224658654324","0.006529893564758822","0.18373610670864582"
"99000","0.034734474858567975","0.0020148159548989495","0.14755410753190518","0.011125881401486366","0.0000419402435363736","0.05452180471923202","0.01580014001435022","0.0008352158146299189","0.055182990221772345","0.03140878473677333","0.006815516292117536","0.1830561511516571"
"100000","0.034430985698691345","0.002037033860455267","0.1470630685389042","0.013011658330705429","0.000042527843032075905","0.05726200092211366","0.01528795566040068","0.0007001817777418182","0.0511631624000147","0.03170405041641259","0.006387961669359356","0.1835926124751568"
"101000","0.03448827868044073","0.0019981347448774613","0.14801313827186824","0.011721853522209762","0.00004228404289460741","0.048599442174658176","0.014874832370035129","0.0005462062394180976","0.048450602425262335","0.03150862665858586","0.006806316114263609","0.18312268917262553"
"102000","0.03455749122551957","0.0020906148159992883","0.14725823919475078","0.011182136619938946","0.00004202597324183444","0.06015864768996835","0.015790248845917846","0.00048126159620369435","0.06331608044169844","0.03150705548866906","0.006816111643332988","0.18282681679725646"
"103000","0.03456890953714453","0.002061196448339615","0.14819862920045854","0.009882041337822067","0.00004174155128566781","0.05143936949595809","0.01642466596424114","0.0004826728039806767","0.04909495440125465","0.031038150886788077","0.006646912595257163","0.18228401973843575"
"104000","0.034162052356284285","0.0020347945187822914","0.1477567476928234","0.010020024006268752","0.00004203388291170995","0.05133612025901675","0.016616807527636134","0.0005156055738843861","0.05206118238531053","0.030937642556467016","0.006899641262833029","0.18140818521380425"
"105000","0.034299000151382646","0.002093542820774019","0.14704784911125898","0.010902173826302644","0.000040800056705847966","0.06019790955539793","0.015445589565679117","0.0005092580417003774","0.05593909796094522","0.03103156810376624","0.006634151421952993","0.18148246337473392"
"106000","0.034210519974490476","0.002002314372395631","0.14717556067556142","0.008588973394427251","0.000040229999231087275","0.050554578993469476","0.014750814171411403","0.0005043694592677639","0.05469895921647549","0.030393844553438777","0.006514405158814043","0.1802874598801136"
"107000","0.03419671345166772","0.001976802316814428","0.14742816737294198","0.010112402796612584","0.000040686865015231884","0.059690721694845704","0.01454426383816952","0.0005815842417687235","0.05344803885184229","0.030947990756301978","0.006712196181062609","0.18091696007549762"
"108000","0.034027309479270254","0.0021911709973646792","0.14724834644049406","0.009460901785591606","0.00004095556927313737","0.051891406252980235","0.014281337020864156","0.000534504844014009","0.04630837943404913","0.030962407610442656","0.0062348709930665795","0.17995340111851693"
"109000","0.03404479745162489","0.002013271432602778","0.1474840718358755","0.010514396024461279","0.000041329879328259265","0.05079828316811472","0.014102423670341941","0.0005159736965142656","0.045918797509744765","0.030181288304103715","0.006596346684265882","0.18029009613394736"
"110000","0.03382002166937813","0.002059987301880028","0.14747087002545595","0.010678647164286233","0.00004115767991788743","0.06171651064883918","0.01374784024099286","0.000522781496270909","0.04146774273738265","0.030859538623825015","0.006231659322045744","0.18009949071705342"
